96,14,14,ビール製造,IPD_04_01_002,研究的,適性,32,3.469,0.233,3.012,3.926,0,0,2018,就業者(Webモニター)
97,14,14,ビール製造,IPD_04_01_003,芸術的,適性,32,3.031,0.218,2.605,3.458,0,0,2018,就業者(Webモニター)
98,14,14,ビール製造,IPD_04_01_004,社会的,適性,32,3.313,0.208,2.905,3.720,0,0,2018,就業者(Webモニター)
99,14,14,ビール製造,IPD_04_01_005,企業的,適性,32,3.219,0.219,2.790,3.648,0,0,2018,就業者(Webモニター)
100,14,14,ビール製造,IPD_04_01_006,慣習的,適性,32,3.219,0.223,2.781,3.656,0,0,2018,就業者(Webモニター)
101,15,15,かん詰・びん詰・レトルト食品製造,IPD_04_01_001,現実的,適性,31,3.516,0.196,3.132,3.900,0,0,2018,就業者(Webモニター)
102,15,15,かん詰・びん詰・レトルト食品製造,IPD_04_01_002,研究的,適性,31,2.935,0.245,2.455,3.416,0,0,2018,就業者(Webモニター)
103,15,15,かん詰・びん詰・レトルト食品製造,IPD_04_01_003,芸術的,適性,31,2.323,0.238,1.856,2.789,0,0,2018,就業者(Webモニター)
104,15,15,かん詰・びん詰・レトルト食品製造,IPD_04_01_004,社会的,適性,31,3.032,0.220,2.601,3.463,0,0,2018,就業者(Webモニター)
105,15,15,かん詰・びん詰・レトルト食品製造,IPD_04_01_005,企業的,適性,31,3.000,0.207,2.594,3.406,0,0,2018,就業者(Webモニター)
106,15,15,かん詰・びん詰・レトルト食品製造,IPD_04_01_006,慣習的,適性,31,3.387,0.221,2.954,3.820,0,0,2018,就業者(Webモニター)
107,16,16,野菜つけ物製造,IPD_04_01_001,現実的,適性,55,3.382,0.155,3.079,3.685,0,0,2018,就業者(Webモニター)
108,16,16,野菜つけ物製造,IPD_04_01_002,研究的,適性,55,2.818,0.156,2.513,3.124,0,0,2018,就業者(Webモニター)
109,16,16,野菜つけ物製造,IPD_04_01_003,芸術的,適性,55,2.545,0.139,2.272,2.818,0,0,2018,就業者(Webモニター)
110,16,16,野菜つけ物製造,IPD_04_01_004,社会的,適性,55,2.927,0.151,2.631,3.223,0,0,2018,就業者(Webモニター)
111,16,16,野菜つけ物製造,IPD_04_01_005,企業的,適性,55,2.691,0.153,2.391,2.991,0,0,2018,就業者(Webモニター)
112,16,16,野菜つけ物製造,IPD_04_01_006,慣習的,適性,55,3.236,0.153,2.936,3.537,0,0,2018,就業者(Webモニター)
113,17,17,陶磁器製造,IPD_04_01_001,現実的,適性,36,3.778,0.215,3.356,4.199,0,0,2018,就業者(Webモニター)
114,17,17,陶磁器製造,IPD_04_01_002,研究的,適性,36,3.444,0.227,3.000,3.889,0,0,2018,就業者(Webモニター)
115,17,17,陶磁器製造,IPD_04_01_003,芸術的,適性,36,3.694,0.214,3.275,4.114,0,0,2018,就業者(Webモニター)
116,17,17,陶磁器製造,IPD_04_01_004,社会的,適性,36,3.028,0.216,2.604,3.452,0,0,2018,就業者(Webモニター)
117,17,17,陶磁器製造,IPD_04_01_005,企業的,適性,36,2.778,0.174,2.436,3.119,0,0,2018,就業者(Webモニター)
118,17,17,陶磁器製造,IPD_04_01_006,慣習的,適性,36,3.250,0.223,2.813,3.687,0,0,2018,就業者(Webモニター)
119,18,18,ガラス食器製造,IPD_04_01_001,現実的,適性,49,3.286,0.198,2.898,3.673,0,0,2018,就業者(Webモニター)
120,18,18,ガラス食器製造,IPD_04_01_002,研究的,適性,49,3.184,0.179,2.833,3.534,0,0,2018,就業者(Webモニター)
121,18,18,ガラス食器製造,IPD_04_01_003,芸術的,適性,49,3.347,0.186,2.983,3.711,0,0,2018,就業者(Webモニター)
122,18,18,ガラス食器製造,IPD_04_01_004,社会的,適性,49,2.959,0.189,2.589,3.329,0,0,2018,就業者(Webモニター)
123,18,18,ガラス食器製造,IPD_04_01_005,企業的,適性,49,2.918,0.177,2.571,3.265,0,0,2018,就業者(Webモニター)
124,18,18,ガラス食器製造,IPD_04_01_006,慣習的,適性,49,3.082,0.170,2.749,3.414,0,0,2018,就業者(Webモニター)
125,19,19,プラスチック成形,IPD_04_01_001,現実的,適性,47,3.553,0.166,3.228,3.879,0,0,2018,就業者(Webモニター)
126,19,19,プラスチック成形,IPD_04_01_002,研究的,適性,47,3.149,0.192,2.772,3.526,0,0,2018,就業者(Webモニター)
127,19,19,プラスチック成形,IPD_04_01_003,芸術的,適性,47,2.447,0.151,2.150,2.744,0,0,2018,就業者(Webモニター)
128,19,19,プラスチック成形,IPD_04_01_004,社会的,適性,47,2.702,0.146,2.417,2.987,0,0,2018,就業者(Webモニター)
129,19,19,プラスチック成形,IPD_04_01_005,企業的,適性,47,2.894,0.183,2.535,3.252,0,0,2018,就業者(Webモニター)
130,19,19,プラスチック成形,IPD_04_01_006,慣習的,適性,47,3.298,0.155,2.994,3.601,0,0,2018,就業者(Webモニター)
131,20,20,建築設計技術者,IPD_04_01_001,現実的,適性,66,3.485,0.135,3.220,3.750,0,0,2018,就業者(Webモニター)
132,20,20,建築設計技術者,IPD_04_01_002,研究的,適性,66,3.424,0.135,3.160,3.689,0,0,2018,就業者(Webモニター)
133,20,20,建築設計技術者,IPD_04_01_003,芸術的,適性,66,3.439,0.130,3.185,3.694,0,0,2018,就業者(Webモニター)
134,20,20,建築設計技術者,IPD_04_01_004,社会的,適性,66,3.424,0.126,3.177,3.671,0,0,2018,就業者(Webモニター)
135,20,20,建築設計技術者,IPD_04_01_005,企業的,適性,66,3.621,0.124,3.379,3.863,0,0,2018,就業者(Webモニター)
136,20,20,建築設計技術者,IPD_04_01_006,慣習的,適性,66,3.348,0.100,3.152,3.545,0,0,2018,就業者(Webモニター)
137,21,21,建築施工管理技術者,IPD_04_01_001,現実的,適性,61,3.574,0.145,3.290,3.858,0,0,2018,就業者(Webモニター)
138,21,21,建築施工管理技術者,IPD_04_01_002,研究的,適性,61,3.098,0.136,2.832,3.364,0,0,2018,就業者(Webモニター)
139,21,21,建築施工管理技術者,IPD_04_01_003,芸術的,適性,61,2.721,0.137,2.454,2.989,0,0,2018,就業者(Webモニター)
140,21,21,建築施工管理技術者,IPD_04_01_004,社会的,適性,61,3.492,0.140,3.218,3.765,0,0,2018,就業者(Webモニター)
141,21,21,建築施工管理技術者,IPD_04_01_005,企業的,適性,61,3.377,0.130,3.121,3.633,0,0,2018,就業者(Webモニター)
142,21,21,建築施工管理技術者,IPD_04_01_006,慣習的,適性,61,3.213,0.117,2.984,3.443,0,0,2018,就業者(Webモニター)
143,22,22,土木設計技術者,IPD_04_01_001,現実的,適性,71,3.310,0.132,3.050,3.569,0,0,2018,就業者(Webモニター)
144,22,22,土木設計技術者,IPD_04_01_002,研究的,適性,71,3.380,0.132,3.121,3.639,0,0,2018,就業者(Webモニター)
145,22,22,土木設計技術者,IPD_04_01_003,芸術的,適性,71,2.972,0.125,2.726,3.217,0,0,2018,就業者(Webモニター)
146,22,22,土木設計技術者,IPD_04_01_004,社会的,適性,71,3.239,0.126,2.992,3.486,0,0,2018,就業者(Webモニター)
147,22,22,土木設計技術者,IPD_04_01_005,企業的,適性,71,3.197,0.126,2.950,3.445,0,0,2018,就業者(Webモニター)
148,22,22,土木設計技術者,IPD_04_01_006,慣習的,適性,71,3.254,0.106,3.047,3.461,0,0,2018,就業者(Webモニター)
149,23,23,土木施工管理技術者,IPD_04_01_001,現実的,適性,63,3.587,0.142,3.308,3.867,0,0,2018,就業者(Webモニター)
150,23,23,土木施工管理技術者,IPD_04_01_002,研究的,適性,63,3.159,0.128,2.907,3.410,0,0,2018,就業者(Webモニター)
151,23,23,土木施工管理技術者,IPD_04_01_003,芸術的,適性,63,2.794,0.143,2.513,3.075,0,0,2018,就業者(Webモニター)
152,23,23,土木施工管理技術者,IPD_04_01_004,社会的,適性,63,3.429,0.131,3.171,3.686,0,0,2018,就業者(Webモニター)
153,23,23,土木施工管理技術者,IPD_04_01_005,企業的,適性,63,3.349,0.120,3.114,3.585,0,0,2018,就業者(Webモニター)
154,23,23,土木施工管理技術者,IPD_04_01_006,慣習的,適性,63,3.063,0.122,2.825,3.302,0,0,2018,就業者(Webモニター)
155,24,24,測量士,IPD_04_01_001,現実的,適性,65,3.754,0.105,3.548,3.960,0,0,2018,就業者(Webモニター)
156,24,24,測量士,IPD_04_01_002,研究的,適性,65,3.400,0.126,3.154,3.646,0,0,2018,就業者(Webモニター)
157,24,24,測量士,IPD_04_01_003,芸術的,適性,65,2.785,0.136,2.518,3.051,0,0,2018,就業者(Webモニター)
158,24,24,測量士,IPD_04_01_004,社会的,適性,65,3.292,0.118,3.062,3.523,0,0,2018,就業者(Webモニター)
159,24,24,測量士,IPD_04_01_005,企業的,適性,65,3.138,0.114,2.916,3.361,0,0,2018,就業者(Webモニター)
160,24,24,測量士,IPD_04_01_006,慣習的,適性,65,3.646,0.106,3.438,3.854,0,0,2018,就業者(Webモニター)
161,25,25,CADオペレーター,IPD_04_01_001,現実的,適性,68,3.426,0.152,3.129,3.723,0,0,2018,就業者(Webモニター)
162,25,25,CADオペレーター,IPD_04_01_002,研究的,適性,68,3.221,0.136,2.955,3.486,0,0,2018,就業者(Webモニター)
163,25,25,CADオペレーター,IPD_04_01_003,芸術的,適性,68,3.221,0.139,2.949,3.493,0,0,2018,就業者(Webモニター)
164,25,25,CADオペレーター,IPD_04_01_004,社会的,適性,68,2.838,0.118,2.607,3.069,0,0,2018,就業者(Webモニター)
165,25,25,CADオペレーター,IPD_04_01_005,企業的,適性,68,2.985,0.118,2.755,3.216,0,0,2018,就業者(Webモニター)
166,25,25,CADオペレーター,IPD_04_01_006,慣習的,適性,68,3.324,0.106,3.116,3.531,0,0,2018,就業者(Webモニター)
167,26,26,大工,IPD_04_01_001,現実的,適性,67,4.209,0.105,4.002,4.415,0,0,2018,就業者(Webモニター)
168,26,26,大工,IPD_04_01_002,研究的,適性,67,3.179,0.152,2.882,3.477,0,0,2018,就業者(Webモニター)
169,26,26,大工,IPD_04_01_003,芸術的,適性,67,3.164,0.145,2.880,3.449,0,0,2018,就業者(Webモニター)
170,26,26,大工,IPD_04_01_004,社会的,適性,67,3.522,0.133,3.261,3.784,0,0,2018,就業者(Webモニター)
171,26,26,大工,IPD_04_01_005,企業的,適性,67,3.164,0.116,2.937,3.391,0,0,2018,就業者(Webモニター)
172,26,26,大工,IPD_04_01_006,慣習的,適性,67,3.418,0.121,3.182,3.654,0,0,2018,就業者(Webモニター)
173,27,27,型枠大工,IPD_04_01_001,現実的,適性,60,3.917,0.129,3.665,4.169,0,0,2018,就業者(Webモニター)
174,27,27,型枠大工,IPD_04_01_002,研究的,適性,60,2.883,0.133,2.624,3.143,0,0,2018,就業者(Webモニター)
175,27,27,型枠大工,IPD_04_01_003,芸術的,適性,60,2.850,0.146,2.563,3.137,0,0,2018,就業者(Webモニター)
176,27,27,型枠大工,IPD_04_01_004,社会的,適性,60,3.183,0.115,2.958,3.409,0,0,2018,就業者(Webモニター)
177,27,27,型枠大工,IPD_04_01_005,企業的,適性,60,2.883,0.114,2.659,3.107,0,0,2018,就業者(Webモニター)
178,27,27,型枠大工,IPD_04_01_006,慣習的,適性,60,3.283,0.114,3.059,3.507,0,0,2018,就業者(Webモニター)
179,28,28,鉄筋工,IPD_04_01_001,現実的,適性,55,3.927,0.137,3.659,4.196,0,0,2018,就業者(Webモニター)
180,28,28,鉄筋工,IPD_04_01_002,研究的,適性,55,3.127,0.166,2.801,3.453,0,0,2018,就業者(Webモニター)
181,28,28,鉄筋工,IPD_04_01_003,芸術的,適性,55,2.873,0.178,2.524,3.222,0,0,2018,就業者(Webモニター)
182,28,28,鉄筋工,IPD_04_01_004,社会的,適性,55,3.091,0.150,2.798,3.384,0,0,2018,就業者(Webモニター)
183,28,28,鉄筋工,IPD_04_01_005,企業的,適性,55,2.945,0.165,2.622,3.269,0,0,2018,就業者(Webモニター)
184,28,28,鉄筋工,IPD_04_01_006,慣習的,適性,55,3.345,0.135,3.080,3.611,0,0,2018,就業者(Webモニター)
185,29,29,鉄骨工,IPD_04_01_001,現実的,適性,50,3.740,0.171,3.405,4.075,0,0,2018,就業者(Webモニター)
186,29,29,鉄骨工,IPD_04_01_002,研究的,適性,50,2.980,0.170,2.646,3.314,0,0,2018,就業者(Webモニター)
187,29,29,鉄骨工,IPD_04_01_003,芸術的,適性,50,2.780,0.170,2.447,3.113,0,0,2018,就業者(Webモニター)
188,29,29,鉄骨工,IPD_04_01_004,社会的,適性,50,2.900,0.157,2.592,3.208,0,0,2018,就業者(Webモニター)
189,29,29,鉄骨工,IPD_04_01_005,企業的,適性,50,2.740,0.166,2.414,3.066,0,0,2018,就業者(Webモニター)
190,29,29,鉄骨工,IPD_04_01_006,慣習的,適性,50,3.260,0.142,2.981,3.539,0,0,2018,就業者(Webモニター)
191,30,30,とび,IPD_04_01_001,現実的,適性,59,3.407,0.162,3.088,3.725,0,0,2018,就業者(Webモニター)
192,30,30,とび,IPD_04_01_002,研究的,適性,59,2.627,0.164,2.306,2.948,0,0,2018,就業者(Webモニター)
193,30,30,とび,IPD_04_01_003,芸術的,適性,59,2.559,0.151,2.262,2.856,0,0,2018,就業者(Webモニター)
194,30,30,とび,IPD_04_01_004,社会的,適性,59,3.051,0.152,2.753,3.348,0,0,2018,就業者(Webモニター)
195,30,30,とび,IPD_04_01_005,企業的,適性,59,2.661,0.142,2.382,2.940,0,0,2018,就業者(Webモニター)
196,30,30,とび,IPD_04_01_006,慣習的,適性,59,3.068,0.134,2.805,3.331,0,0,2018,就業者(Webモニター)
197,31,31,建設機械オペレーター,IPD_04_01_001,現実的,適性,60,3.667,0.140,3.392,3.941,0,0,2018,就業者(Webモニター)
198,31,31,建設機械オペレーター,IPD_04_01_002,研究的,適性,60,2.917,0.145,2.632,3.201,0,0,2018,就業者(Webモニター)
199,31,31,建設機械オペレーター,IPD_04_01_003,芸術的,適性,60,2.733,0.156,2.428,3.038,0,0,2018,就業者(Webモニター)
200,31,31,建設機械オペレーター,IPD_04_01_004,社会的,適性,60,3.183,0.144,2.902,3.465,0,0,2018,就業者(Webモニター)
201,31,31,建設機械オペレーター,IPD_04_01_005,企業的,適性,60,2.817,0.147,2.528,3.106,0,0,2018,就業者(Webモニター)
202,31,31,建設機械オペレーター,IPD_04_01_006,慣習的,適性,60,2.833,0.133,2.573,3.093,0,0,2018,就業者(Webモニター)
203,32,32,建設・土木作業員,IPD_04_01_001,現実的,適性,49,3.939,0.128,3.687,4.191,0,0,2018,就業者(Webモニター)
204,32,32,建設・土木作業員,IPD_04_01_002,研究的,適性,49,2.776,0.173,2.436,3.115,0,0,2018,就業者(Webモニター)
205,32,32,建設・土木作業員,IPD_04_01_003,芸術的,適性,49,2.551,0.196,2.167,2.935,0,0,2018,就業者(Webモニター)
206,32,32,建設・土木作業員,IPD_04_01_004,社会的,適性,49,3.408,0.143,3.129,3.688,0,0,2018,就業者(Webモニター)
207,32,32,建設・土木作業員,IPD_04_01_005,企業的,適性,49,2.816,0.172,2.480,3.153,0,0,2018,就業者(Webモニター)
208,32,32,建設・土木作業員,IPD_04_01_006,慣習的,適性,49,3.102,0.160,2.788,3.416,0,0,2018,就業者(Webモニター)
